date,annualEbitda,annualOtherNonCurrentLiabilities,annualRepaymentOfDebt,annualTotalNonCurrentAssets,annualDilutedEPS,annualNetPPE,annualOtherIncomeExpense,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualBasicAverageShares,annualCashCashEquivalentsAndMarketableSecurities,annualBasicEPS,annualBeginningCashPosition,annualGrossPPE,annualAccumulatedDepreciation,annualOperatingExpense,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualInvestingCashFlow,annualCapitalExpenditure,annualChangeInInventory,annualNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,annualInventory,annualInterestExpense,annualChangesInAccountReceivables,annualPurchaseOfInvestment,annualCapitalStock,annualTotalRevenue,annualDilutedAverageShares,annualResearchAndDevelopment,annualDeferredIncomeTax,annualGrossProfit,annualStockBasedCompensation,annualGoodwill,annualNetOtherFinancingCharges,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualGainsLossesNotAffectingRetainedEarnings,annualNetOtherInvestingChanges,annualOperatingIncome,annualTotalAssets,annualNetIncome,annualCurrentDebt,annualEndCashPosition,annualCashDividendsPaid,annualNonCurrentDeferredRevenue,annualLongTermDebt,annualCostOfRevenue,annualCurrentDeferredRevenue,annualOtherCurrentAssets,annualAccountsPayable,annualFreeCashFlow,annualIncomeTaxPayable,annualPretaxIncome,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,annualSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualOtherNonCashItems,annualDepreciationAndAmortization,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,annualStockholdersEquity,annualTaxProvision,annualCurrentAssets,annualRetainedEarnings,annualAccountsReceivable,annualNetIncomeCommonStockholders,annualOperatingCashFlow,annualCurrentLiabilities,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,annualOtherIntangibleAssets,annualSaleOfInvestment,annualOtherShortTermInvestments
1996-12-31,726700000,704800000,,2796700000,1.385,1959300000,10100000,569400000,3900000.0,152129964,74800000,1.385,70900000,4284200000,-2324900000,1136300000,,218100000,-436500000,-533000000.0,-234300000.0,,356200000.0,835300000,103100000,,,,5080600000,152129964,189400000.0,52000000.0,1608800000,,,0.0,3994600000,-573200000.0,,0.0,472500000,4989800000,210700000,566000000,0,-44900000.0,,1268400000,3471800000,,281100000,886000000.0,-452000000,,322600000,,,692700000,338600000,,254200000.0,,74800000,855800000,104500000,2193100000,806800000,,210700000,81000000,2021400000,,1973200000,20300000.0,498800000.0,35400000.0,
1997-12-31,561300000,689800000,,2397500000,1.1025,1679300000,-255400000,600600000,-12100000.0,147301587,62700000,1.1025,74800000,3655200000,-1975900000,1037700000,,-24500000,-238400000,-316700000.0,-39900000.0,,-704600000.0,524100000,118300000,,,,4312600000,147301587,174000000.0,-15800000.0,1360600000,,,0.0,3294500000,137300000.0,,0.0,322900000,4113100000,162400000,200400000,0,-8000000.0,,1140200000,2952000000,,294600000,663500000.0,625200000,,-59700000,-209000000.0,,625300000,297800000,,238400000.0,,62700000,760600000,-35200000,1715600000,969200000,,162400000,941900000,1464500000,,1830000000,21600000.0,420400000.0,21200000.0,
1998-12-31,570600000,625200000,,2484700000,0.7625,1727500000,12000000,570800000,-1000000.0,136102236,61700000,0.7825,62700000,3824700000,-2097200000,977000000,,185300000,-364000000,-277700000.0,8200000.0,,-7500000.0,517700000,120300000,,-159200000.0,,4378400000,139672131,157700000.0,27400000.0,1341000000,,,0.0,3363500000,30300000.0,,0.0,364000000,4166400000,106500000,155300000,0,-5300000.0,,1326400000,3037400000,,261700000,685800000.0,103200000,,249500000,-156700000.0,,612700000,358100000,,206600000.0,,61700000,729400000,64200000,1681700000,1075700000,,106500000,380900000,1411900000,,1951600000,17400000.0,399100000.0,,
1999-12-31,555100000,684900000,,2579300000,1.6425,1691900000,11700000,551700000,2300000.0,125985185,64000000,1.6875,61700000,3724000000,-2032100000,908500000,,216000000,-255200000,-522300000.0,57000000.0,,-340200000.0,457700000,117100000,,,3800000.0,4110600000,129436834,152400000.0,20600000.0,1282900000,,,0.0,3206000000,147800000.0,-203500000.0,0.0,374400000,3995800000,212600000,358800000,64000000,-5900000.0,,945100000,2827700000,,259400000,665500000.0,65000000,,274300000,-136400000.0,,575400000,381700000,,180700000.0,,64000000,743600000,58300000,1416500000,1288300000,,212600000,587300000,1576000000,,1630000000,7400000.0,505700000.0,5800000.0,
2000-12-31,565400000,626500000,,2416100000,0.875,1616100000,-56600000,566000000,-38900000.0,121873278,25100000,0.9075,64000000,3406200000,-1790100000,865900000,,177300000,-34000000,-240400000.0,-16700000.0,,-250900000.0,426200000,99700000,,,3900000.0,3925500000,126400000,154500000.0,-7900000.0,1242400000,,,0.0,2898500000,-115600000.0,-272600000.0,88800000.0,376500000,3745900000,110600000,176600000,25100000,-2800000.0,,872100000,2683100000,,243000000,657300000.0,6700000,,222600000,-600000.0,,522500000,305400000,,188900000.0,,25100000,800400000,45300000,1329800000,1398900000,,110600000,247100000,1399900000,,1498600000,15800000.0,494600000.0,127900000.0,
2001-12-31,-300000,482600000,,1656900000,-2.715,1087800000,-280400000,106700000,16100000.0,124383057,23400000,-2.715,7300000,2538200000,-1450400000,666200000,,-306300000,-154900000,-145600000.0,-40900000.0,,376500000.0,207200000,63000000,,-20300000.0,3900000.0,1943000000,124383057,99800000.0,-200300000.0,534300000,,,430700000.0,2213600000,-323100000.0,-186800000.0,0.0,-131900000,2477200000,-337700000,271700000,23400000,-3200000.0,,651800000,1408700000,,99600000,327700000.0,-354900000,,-472900000,,,566400000,158000000,,131600000.0,373100000.0,23400000,218800000,-166600000,820300000,691800000,441700000.0,-337700000,-209300000,1079200000,,1134400000,39800000.0,116300000.0,,
2002-12-31,305700000,510700000,,1696300000,0.48,1075500000,-25400000,24200000,66200000.0,134285714,89600000,0.49,23400000,2646800000,-1571300000,306100000,,69100000,-110800000,-83900000.0,37400000.0,,65800000.0,178800000,73000000,,-8700000.0,4300000.0,1852900000,137083333,82000000.0,7200000.0,493000000,,,-353200000.0,2421200000,-85400000.0,-172900000.0,-29600000.0,186900000,2872000000,65800000,249300000,89600000,-2800000.0,,1035900000,1359900000,,112500000,286500000.0,22700000,,86500000,,,224100000,193200000,,118800000.0,314600000.0,89600000,406000000,17400000,1175700000,748100000,462200000.0,65800000,106600000,874600000,,1546600000,15700000.0,129700000.0,,
2003-12-31,321200000,431300000,,1819100000,0.1875,1128100000,-63500000,93200000,-32600000.0,141333333,57000000,0.1875,89600000,2859800000,-1731700000,324300000,,39800000,-157800000,-87000000.0,11600000.0,,-53200000.0,192600000,96100000,,,4300000.0,1921400000,141333333,87400000.0,-17300000.0,520900000,,,137700000.0,2192200000,-22600000.0,-21800000.0,-95200000.0,196600000,2828800000,26500000,16800000,57000000,-3000000.0,,1033400000,1400500000,,112100000,299500000.0,81500000,,38000000,,,236900000,212500000,,124600000.0,318000000.0,57000000,588300000,-1800000,1009700000,774600000,478200000.0,26500000,168500000,727500000,,1464700000,4700000.0,156300000.0,3200000.0,
2004-12-31,363100000,408800000,,1905700000,1.07,1111900000,-15500000,109300000,155400000.0,144650113,212400000,1.1075,57000000,2969300000,-1857400000,348200000,,175600000,-109400000,-85400000.0,-5900000.0,,41200000.0,217500000,80900000,,,4500000.0,2051200000,149719626,93400000.0,-60100000.0,577000000,,,174400000.0,2051100000,-38200000.0,32700000.0,-35500000.0,228800000,2978400000,160200000,101000000,212400000,-1500000.0,,822200000,1474200000,,128800000,342900000.0,125000000,,131100000,,,254800000,175400000,,134300000.0,266900000.0,212400000,876200000,-44500000,1072700000,945600000,479700000.0,160200000,210400000,820100000,,1231000000,,169800000.0,5200000.0,
2005-12-31,416200000,430100000,,1672700000,0.7425,1012000000,-21000000,46900000,-6000000.0,150451613,206400000,0.775,212400000,2837100000,-1825100000,364800000,,111000000,-6400000,-93500000.0,4700000.0,,-215300000.0,215700000,58100000,,,4600000.0,2150200000,157037037,94400000.0,56400000.0,644700000,,,-2700000.0,1729200000,-132300000.0,-46100000.0,69500000.0,279900000,2740000000,116600000,80400000,206400000,,,639800000,1505500000,,119000000,301000000.0,123500000,,193300000,,,270400000,137500000,,136300000.0,231000000.0,206400000,959300000,82300000,1067300000,1062200000,494300000.0,116600000,217000000,659300000,,1069900000,,148600000.0,13700000.0,
2006-12-31,460500000,430500000,,1667200000,0.835,1025100000,-74500000,58900000,-40900000.0,153043478,165500000,0.8625,206400000,2968500000,-1943400000,381800000,,144800000,-109800000,-124600000.0,21900000.0,,-198500000.0,219400000,42000000,,-200000.0,4600000.0,2347000000,158083832,96900000.0,57200000.0,710500000,,163600000.0,-7300000.0,1656500000,-119800000.0,-57100000.0,-2000000.0,328700000,2735000000,132000000,106200000,165500000,-21000000.0,,523500000,1636500000,,0,301400000.0,139400000,,213500000,-92200000.0,,284900000,147700000,,131800000.0,236000000.0,165500000,1019500000,68700000,1067800000,1166400000,537900000.0,132000000,264000000,702500000,,954000000,40600000.0,,11700000.0,
2007-12-31,526600000,439700000,,1539300000,0.855,934700000,-162700000,37800000,-90000000.0,150454545,75500000,0.88,165500000,2843900000,-1909200000,409900000,,156700000,-120600000,-115400000.0,-39600000.0,,-243400000.0,275000000,37200000,,,9300000.0,2632900000,154853801,94600000.0,6500000.0,802800000,,180200000.0,-10900000.0,1610700000,-161300000.0,-9900000.0,-10800000.0,392900000,2733400000,132400000,125600000,75500000,-29700000.0,,419600000,1830100000,,0,327400000.0,154200000,,185700000,-116400000.0,,315300000,165400000,165200000.0,133700000.0,260600000.0,75500000,1064300000,29000000,1194100000,1255800000,599700000.0,132400000,269600000,751400000,,859300000,14600000.0,,,
2008-12-31,612000000,309400000,-119800000.0,1561100000,2.01,939200000,-46500000,20300000,-23100000.0,147548000,52400000,2.065,75500000,2641500000,-1702300000,430600000,-90600000.0,329500000,-191700000,-174800000.0,-91600000.0,,-137500000.0,380800000,32900000,-99000000.0,,9300000.0,3115300000,151592000,93800000.0,96900000.0,980900000,,197000000.0,0.0,2027500000,-282500000.0,-276100000.0,-8100000.0,550300000,2993900000,304600000,30700000,52400000,-46900000.0,,592900000,2134400000,,116800000,372300000.0,132800000,24600000.0,454900000,-186900000.0,20600000.0,336800000,160700000,42800000.0,124200000.0,311200000.0,52400000,902900000,125400000,1432800000,1524700000,687700000.0,304600000,307600000,759100000,52000000.0,1268400000,13100000.0,,0.0,
2009-12-31,464400000,341100000,-377800000.0,1648500000,1.56,964500000,-130500000,49500000,24200000.0,144326000,76600000,1.575,52400000,2749800000,-1785300000,415100000,-34300000.0,257000000,-200700000,-161200000.0,20200000.0,,-77800000.0,350500000,27200000,-59300000.0,,9300000.0,2826200000,146474359,92800000.0,49900000.0,882600000,,209500000.0,-16400000.0,2003100000,-268200000.0,-279200000.0,-13000000.0,467500000,3136200000,228500000,55900000,76600000,-36300000.0,,588000000,1943600000,,138000000,290500000.0,140300000,3600000.0,310000000,-36600000.0,22400000.0,322300000,211400000,,127200000.0,309700000.0,76600000,1076400000,53000000,1487700000,1716900000,749600000.0,228500000,301500000,709200000,-71500000.0,1293900000,10200000.0,,,
2010-12-31,523600000,146900000,-40900000.0,1673700000,1.18,918500000,-149200000,24100000,84900000.0,144420000,161500000,1.19,76600000,2777200000,-1858700000,511700000,-7500000.0,218500000,-154000000,-142300000.0,-7900000.0,,-116600000.0,347800000,39500000,-109900000.0,,9300000.0,3116300000,146160000,100500000.0,32100000.0,1050700000,14700000.0,194400000.0,56300000.0,2130700000,-131500000.0,-311700000.0,-6800000.0,539000000,3319900000,172500000,134900000,161500000,-47400000.0,,503000000,2065600000,,175300000,389300000.0,212200000,15400000.0,350500000,-137700000.0,22400000.0,411200000,223700000,39400000.0,133600000.0,399700000.0,161500000,1131500000,132000000,1646200000,1853000000,852900000.0,172500000,354500000,963400000,106600000.0,1167300000,18100000.0,,,
2011-12-31,716600000,158400000,-121300000.0,1874100000,2.55,986800000,-29800000,18500000,-2600000.0,142056000,158900000,2.565,161500000,2850000000,-1863200000,547700000,-148100000.0,414000000,-358000000,-189500000.0,-110500000.0,,-25300000.0,470300000,39500000,-77900000.0,-3200000.0,9300000.0,3377900000,143308000,105200000.0,89800000.0,1167400000,15800000.0,225900000.0,-166200000.0,2439400000,-278100000.0,-390000000.0,-18400000.0,619700000,3743500000,365900000,46500000,158900000,-54100000.0,,779100000,2210500000,,173400000,458300000.0,191800000,15500000.0,550500000,-4200000.0,28300000.0,442500000,198900000,35100000.0,126600000.0,310500000.0,158900000,1240600000,136500000,1869400000,2176200000,931300000.0,365900000,381300000,919900000,69300000.0,1519500000,11300000.0,187300000.0,,
2012-12-31,795800000,84500000,-20400000.0,2192100000,3.0,1136200000,-38400000,31400000,-81800000.0,137701000,77100000,3.01,158900000,3037400000,-1901200000,644900000,-157400000.0,465900000,-393600000,-206600000.0,-198000000.0,,-48200000.0,675700000,45400000,-193700000.0,,18600000.0,3748300000,138813000,117800000.0,57300000.0,1341200000,17400000.0,294400000.0,-8200000.0,2819100000,-354300000.0,-408900000.0,-32400000.0,696300000,4373900000,416200000,56300000,77100000,-47800000.0,,908800000,2407100000,140300000.0,13300000,443200000.0,153100000,32900000.0,612600000,-149000000.0,40200000.0,527100000,119400000,38100000.0,137800000.0,350100000.0,77100000,1480300000,146700000,2181800000,2536500000,1124500000.0,414200000,359700000,1135400000,41200000.0,1683700000,18700000.0,248500000.0,,
2013-12-31,785500000,105900000,-134900000.0,2290200000,2.16,1248300000,-48800000,88100000,46100000.0,135209000,123200000,2.16,77100000,2663200000,-1414900000,633500000,-346000000.0,467300000,-653200000,-221900000.0,5100000.0,73100000.0,371200000.0,688400000,42400000,-394500000.0,,18600000.0,3874800000,136137000,117700000.0,19600000.0,1340400000,14200000.0,389400000.0,-87800000.0,3663100000,-353500000.0,-201900000.0,-62800000.0,706900000,5235200000,293900000,697800000,123200000,-73600000.0,,1154100000,2534400000,178900000.0,16800000,475200000.0,106800000,35300000.0,615900000,-367000000.0,26800000.0,515800000,80200000,47900000.0,127200000.0,427200000.0,123200000,1519800000,148600000,2945000000,2757300000,1484300000.0,292300000,328700000,1986700000,40400000.0,1676400000,10700000.0,304800000.0,,
2014-12-31,675900000,111000000,-34600000.0,2406100000,2.29,1308500000,-81000000,171300000,-13700000.0,133327000,109500000,2.3,123200000,2741100000,-1432600000,749500000,-1100000.0,411500000,-35200000,-224700000.0,33100000.0,51300000.0,-350000000.0,636500000,59700000,-276900000.0,,18600000.0,4037700000,134282000,128300000.0,-61000000.0,1375000000,14800000.0,352500000.0,-104600000.0,3776500000,-159900000.0,-375800000.0,-35700000.0,625500000,5340500000,307500000,525200000,109500000,-78100000.0,,1153400000,2662700000,190200000.0,8000000,433500000.0,149000000,22200000.0,485000000,-4700000.0,25100000.0,621200000,83700000,56500000.0,131200000.0,450400000.0,109500000,1530500000,73500000,2934400000,2984500000,1751000000.0,306600000,373700000,1910400000,-21000000.0,1866100000,8600000.0,280300000.0,27500000.0,
2015-12-31,66600000,190700000,-1036600000.0,3354000000,3.66,1016400000,-244200000,80600000,-30900000.0,133696000,78600000,3.66,109500000,1784600000,-768200000,881600000,-1205100000.0,-177900000,348800000,-108500000.0,78300000.0,173200000.0,-16700000.0,800200000,81400000,140900000.0,,18600000.0,3276500000,133696000,143700000.0,19900000.0,1075400000,15400000.0,776100000.0,1400000.0,4417600000,-542200000.0,-457300000.0,-40200000.0,193800000,6325900000,489000000,112600000,78600000,-86400000.0,,2036300000,2201100000,249900000.0,6100000,403600000.0,-466200000,19900000.0,-130500000,-3700000.0,2500000.0,737900000,95500000,244000000.0,115700000.0,483500000.0,78600000,1865700000,47400000,2971900000,3385000000,1851400000.0,489000000,-357700000,1453300000,-292500000.0,2964300000,5900000.0,873500000.0,66400000.0,
2016-12-31,559700000,204300000,-242600000.0,3290100000,1.56,1002100000,-106800000,113500000,-14400000.0,133890000,64200000,1.56,78600000,1777500000,-775400000,671000000,0.0,245400000,-135200000,-130800000.0,72500000.0,167400000.0,-377000000.0,703500000,83300000,-6100000.0,,18600000.0,3282400000,134538000,141500000.0,58100000.0,1199800000,20200000.0,777500000.0,-20300000.0,4146300000,-64500000.0,-478400000.0,-10000000.0,528800000,6139300000,209100000,94200000,64200000,-88600000.0,,1798800000,2082600000,239800000.0,8400000,355400000.0,367000000,12300000.0,339300000,-13000000.0,1000000.0,529500000,90300000,107300000.0,137100000.0,515900000.0,64200000,1957700000,93900000,2849200000,3505500000,1828000000.0,208400000,497800000,1438200000,-24100000.0,2708100000,4100000.0,828200000.0,0.0,
2017-12-31,373800000,177700000,-302300000.0,5553600000,3.99,1025200000,-81300000,55100000,218800000.0,134300000,283000000,3.99,64200000,1461100000,-435900000,760100000,-1225600000.0,-83300000,-1333800000,-85700000.0,-96800000.0,173200000.0,1213100000.0,992500000,80000000,-262400000.0,,18600000.0,2878600000,134300000,141500000.0,104200000.0,1101300000,21100000.0,1198900000.0,-11500000.0,6499200000,52300000.0,-240300000.0,-40400000.0,341200000,9206300000,535800000,192600000,283000000,-88800000.0,243900000.0,2993000000,1777300000,446300000.0,61700000,714200000.0,249800000,99200000.0,180800000,-2600000.0,1400000.0,618600000,89400000,81400000.0,113000000.0,595500000.0,283000000,2681800000,264100000,3652700000,3952400000,2043500000.0,535800000,335500000,2209400000,331700000.0,4289800000,22500000.0,2658400000.0,0.0,
2018-12-31,1046400000,172100000,-552000000.0,5944100000,3.69,1032600000,-67400000,68600000,-121300000.0,134406000,190800000,3.72,283000000,1513800000,-481200000,1142700000,-48500000.0,654900000,-130900000,-156600000.0,-224200000.0,330800000.0,-363300000.0,1097300000,134500000,-302200000.0,,18600000.0,4727800000,135879000,291500000.0,-47400000.0,2086900000,23000000.0,1468100000.0,-3100000.0,6763900000,-426700000.0,-308900000.0,-69900000.0,944200000,9974300000,502100000,547700000,161700000,-89200000.0,327600000.0,2179000000,2640900000,561500000.0,59300000,867500000.0,211800000,86800000.0,743700000,-206800000.0,700000.0,851200000,79500000,63700000.0,168200000.0,717600000.0,161700000,3121100000,88800000,4030200000,4334300000,2285200000.0,499200000,368400000,2993400000,182300000.0,3770500000,374300000.0,2767500000.0,88000000.0,29100000.0
