date,annualInventory,annualCapitalStock,annualOperatingCashFlow,annualTotalNonCurrentAssets,annualDilutedEPS,annualCurrentLiabilities,annualDilutedAverageShares,annualGrossProfit,annualStockBasedCompensation,annualOtherIntangibleAssets,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,annualEbitda,annualNetPPE,annualBasicAverageShares,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,annualCashCashEquivalentsAndMarketableSecurities,annualChangesInAccountReceivables,annualInterestExpense,annualNonCurrentDeferredRevenue,annualPurchaseOfInvestment,annualGrossPPE,annualDeferredIncomeTax,annualGoodwill,annualPretaxIncome,annualRepaymentOfDebt,annualOtherIncomeExpense,annualOtherCurrentLiabilities,annualOperatingIncome,annualInvestingCashFlow,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,annualCurrentDebt,annualCostOfRevenue,annualTotalRevenue,annualOtherCurrentAssets,annualCurrentDeferredRevenue,annualAccountsPayable,annualResearchAndDevelopment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualCommonStockIssuance,annualOtherShortTermInvestments,annualFreeCashFlow,annualNetOtherFinancingCharges,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,annualAccumulatedDepreciation,annualOperatingExpense,annualChangeInWorkingCapital,annualOtherNonCurrentAssets,annualNetIncomeContinuousOperations,annualGainsLossesNotAffectingRetainedEarnings,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualCashDividendsPaid,annualCurrentAssets,annualAccountsReceivable,annualLongTermDebt,annualBeginningCashPosition,annualBasicEPS,annualNetIncomeCommonStockholders,annualSaleOfInvestment,annualStockholdersEquity,annualSellingGeneralAndAdministration,annualOtherNonCashItems,annualDepreciationAndAmortization,annualCurrentAccruedExpenses,annualRetainedEarnings,annualTotalAssets,annualTaxProvision,annualIncomeTaxPayable
2007-12-31,1069957200,10473234900.0,14667329950,86224147050,2.366556,28324373390,2763924859,29849748270,,16684473620,,3067210640,19148118660,27892961160,2601559094,1442384610.0,-250342550,4566522460,,2524687470,,-1876540320.0,85596576000,,31438223190.0,7641963540,,362139360,5657055760,11024674380,-6891621760,-7075434920,54869600,-7665968990,4031543860,9792165990,23192694050,53042442320,2160490500,3279830340.0,9595321300,,38639172320,,,534978600.0,7591895030,-916322320,-214677310.0,,-57703614840,18825073890,294238230,2923863810,6310004000,1749654370.0,125514210,4031543860,66963545710,6310004000,-3122080240,15118632410,6566519380.0,34129577070,3975988390,2.426723,6310004000,1821670720,29901874390,9735238780,-1319613880.0,8123444280,,2337444960,101342779460,1331959540,
2008-12-31,978379080,10484890640.0,15034856200,79818349100,1.537731,26915481460,2658555815,29906649220,,14485326100,,2538613560,18562623940,26597256840,2611889097,1290856980.0,38072020,5534091360,,2772792400,,-762877080.0,85542800560,,30884309960.0,6878105500,,-1013577740,5432087080,10767916600,-8054028080,-7232965460,776525540,-6071409680,4811441320,9172483460,23708093360,53614742580,887149900,2769200700.0,9541710220,,37333566480,,,722650040.0,7801890740,-424538940,-35198660.0,,-58945543720,19138732620,159471480,2697366700,4078734520,-143668000.0,-347676560,4811441320,64249047940,4078734520,-4960856040,15702912400,6177724000.0,33504095940,4034197440,1.557702,4078734520,56030520,27665428420,9388703800,247827300.0,7794707340,,1962504880,95521261500,2799370980,
2009-12-31,632000000,10595000000.0,15325000000,78352000000,1.13,23744000000,2649121002,26774000000,42000000.0,10376000000,,4199000000,14957000000,24321000000,2648020634,1090000000.0,236000000,4041000000,238000000.0,2293000000,,-1532000000.0,81460000000,2338000000.0,28173000000.0,5560000000,-9255000000.0,-737000000,2725000000,8590000000,-7437000000,-6127000000,-926000000,-8260000000,3949000000,7488000000,19170000000,45944000000,1867000000,2486000000.0,7795000000,,39552000000,,,92000000.0,9198000000,-358000000,-7000000.0,491000000.0,-57139000000,18184000000,775000000,8517000000,3265000000,,-87000000,3949000000,63296000000,2997000000,-3752000000,13692000000,5494000000.0,31483000000,4830000000,1.13,2997000000,622000000,26021000000,10058000000,-27000000.0,7104000000,1700000000.0,-304000000,92044000000,2295000000,
2010-12-31,708000000,10595000000.0,12588000000,79146000000,1.82,23591000000,2681318681,14337000000,14000000.0,11302000000,-1065000000.0,994000000,14140000000,24756000000,2652173913,1265000000.0,-13000000,5186000000,228000000.0,2117000000,,-19000000.0,85596000000,1779000000.0,29033000000.0,5562000000,-6988000000.0,-639000000,2123000000,8198000000,-5951000000,-5888000000,520000000,-6117000000,4428000000,4891000000,31166000000,45503000000,2418000000,2588000000.0,8274000000,,39136000000,,15000000.0,758000000.0,6700000000,-195000000,,8272000000.0,-60840000000,6139000000,-646000000,140000000,3807000000,,964000000,4428000000,62727000000,4880000000,-4318000000,15130000000,5596000000.0,33792000000,3805000000,1.84,4880000000,57000000,29101000000,336000000,8357000000.0,6461000000,1816000000.0,2775000000,94276000000,1755000000,
2011-12-31,631000000,10596000000.0,12879000000,75899000000,1.46,27212000000,2711972965,26297000000,21000000.0,11343000000,,867000000,14716000000,23634000000,2643535474,1264000000.0,43000000,8992000000,596000000.0,2066000000,,-609000000.0,85468000000,2087000000.0,27340000000.0,5915000000,-1717000000.0,-428000000,3320000000,8284000000,-6308000000,-6711000000,3711000000,-2860000000,8061000000,7459000000,19638000000,45935000000,2284000000,2322000000.0,8151000000,,39279000000,-41000000.0,,948000000.0,6168000000,-928000000,-275000000.0,8058000000.0,-61834000000,18013000000,369000000,551000000,3828000000,,81000000,8044000000,66491000000,3895000000,-3703000000,20184000000,4905000000.0,34192000000,4428000000,1.46,3895000000,857000000,27573000000,8815000000,-3080000000.0,6735000000,1829000000.0,1246000000,96083000000,2087000000,
2012-12-31,586000000,10596000000.0,10016000000,73853000000,0.31,24917000000,2646157346,24415000000,-5000000.0,11818000000,-94000000.0,1042000000,10465000000,23662000000,2632833980,1102000000.0,0,8462000000,331000000.0,1801000000,,-24000000.0,23662000000,3088000000.0,25773000000.0,2335000000,-3139000000.0,-2010000000,1396000000,6045000000,-4710000000,-6763000000,234000000,-5072000000,8321000000,7331000000,19100000000,43515000000,670000000,2198000000.0,7697000000,,38679000000,-244000000.0,,141000000.0,3253000000,-1977000000,-94000000.0,7590000000.0,-63634000000,18370000000,123000000,209000000,1104000000,,22000000,8321000000,63596000000,820000000,-3632000000,16127000000,4635000000.0,31883000000,8061000000,0.31,820000000,591000000,24306000000,10363000000,1728000000.0,6329000000,1948000000.0,-3080000000,89980000000,1231000000,
2013-12-31,637000000,10596000000.0,7259000000,71751000000,0.71,22156000000,2638028169,23016000000,8000000.0,11744000000,-71000000.0,846000000,11336000000,23157000000,2638028169,954000000.0,-81000000,6129000000,118000000.0,1746000000,,-52000000.0,23157000000,3122000000.0,24988000000.0,3538000000,-4001000000.0,-1137000000,1561000000,6407000000,-6044000000,-5997000000,-2322000000,-3537000000,5934000000,7100000000,17965000000,40981000000,769000000,1974000000.0,7540000000,,37343000000,51000000.0,,213000000.0,1262000000,-1256000000,-24000000.0,6620000000.0,-64218000000,16609000000,-110000000,118000000,2133000000,,27000000,5916000000,59499000000,1873000000,-1314000000,14082000000,4360000000.0,30295000000,8321000000,0.71,1873000000,-39000000,24349000000,9019000000,5236000000.0,6052000000,2009000000.0,-3037000000,85833000000,1405000000,
2014-12-31,709000000,10596000000.0,8802000000,68216000000,0.31,20015000000,2632656483,22194000000,78000000.0,11811000000,-48000000.0,677000000,10624000000,23314000000,2632656483,957000000.0,-73000000,7003000000,-196000000.0,1653000000,,-1440000000.0,88599000000,3368000000.0,24784000000.0,2933000000,-5101000000.0,-520000000,1463000000,5113000000,-6352000000,-6111000000,2296000000,-154000000,6758000000,4891000000,17251000000,39445000000,677000000,1956000000.0,5775000000,,36688000000,140000000.0,125000000.0,245000000.0,2691000000,385000000,,4835000000.0,-65285000000,17081000000,104000000,76000000,1360000000,,97000000,6758000000,56703000000,925000000,-1846000000,20188000000,4612000000.0,29482000000,5934000000,0.31,822000000,1076000000,29559000000,9066000000,1638000000.0,6038000000,1984000000.0,2173000000,88404000000,1573000000,
2015-12-31,763000000,10596000000.0,9527000000,71330000000,0.92,21626000000,2700700303,22539000000,9000000.0,14327000000,-3455000000.0,792000000,11221000000,25123000000,2648620953,879000000.0,-48000000,5752000000,52000000.0,1597000000,,-10000000.0,93188000000,2432000000.0,27071000000.0,3159000000,-4412000000.0,-32000000,1826000000,4775000000,-9406000000,-7771000000,-3803000000,-3924000000,4469000000,4536000000,17697000000,40236000000,983000000,2136000000.0,6227000000,,36537000000,86000000.0,32000000.0,1283000000.0,1756000000,1330000000,-1000000.0,997000000.0,-68065000000,17764000000,303000000,85000000,2510000000,,1053000000,4469000000,58163000000,2652000000,-1589000000,20100000000,4876000000.0,29528000000,6758000000,0.93,2466000000,389000000,30907000000,9032000000,1583000000.0,6465000000,2214000000.0,3521000000,91430000000,649000000,
2016-12-31,819000000,10640000000.0,8750000000,75844000000,1.04,25386000000,2654045007,22637000000,61000000.0,14602000000,-1206000000.0,608000000,10115000000,25912000000,2654045007,658000000.0,-62000000,8217000000,113000000.0,1407000000,518000000.0,-502000000.0,94186000000,2778000000.0,27156000000.0,1980000000,-2694000000.0,-1463000000,1580000000,5391000000,-4879000000,-8504000000,1988000000,-1883000000,6355000000,4759000000,18281000000,40918000000,1073000000,5980000000.0,6211000000,,36108000000,85000000.0,6000000.0,1862000000.0,246000000,-1144000000,,4012000000.0,-68274000000,17246000000,-790000000,106000000,1010000000,,600000000,6355000000,61494000000,2935000000,-1596000000,18824000000,4964000000.0,28909000000,4469000000,1.04,2752000000,4588000000,30688000000,8866000000,2083000000.0,6728000000,2266000000.0,-2614000000,94668000000,970000000,
2017-12-31,827000000,10640000000.0,10174000000,74035000000,0.62,29036000000,2711501117,22621000000,5000000.0,14339000000,-34000000.0,521000000,11322000000,26665000000,2659421767,611000000.0,-14000000,8675000000,-262000000.0,1274000000,,-1020000000.0,97092000000,2934000000.0,27095000000.0,3202000000,-2728000000.0,-664000000,1969000000,5518000000,-7947000000,-7570000000,-505000000,-2738000000,5810000000,6311000000,18475000000,41096000000,1101000000,6741000000.0,6522000000,,32736000000,409000000.0,0.0,2865000000.0,2604000000,-1676000000,-4000000.0,3788000000.0,-70427000000,17103000000,192000000,110000000,2114000000,,2000000,5810000000,61772000000,1906000000,-1729000000,20679000000,5175000000.0,26293000000,6355000000,0.62,1639000000,19000000,30488000000,8572000000,1723000000.0,6846000000,2448000000.0,-2814000000,94714000000,1088000000,
2018-12-31,965000000,10640000000.0,9506000000,74701000000,0.734571,30296000000,2660056599,22818000000,50000000.0,14073000000,-290000000.0,462000000,11855000000,27693000000,2660056599,631000000.0,-152000000,8443000000,-97000000.0,1341000000,,-49000000.0,99899000000,3149000000.0,27174000000.0,3467000000,-4095000000.0,-287000000,8758000000,5112000000,-8552000000,-7642000000,-177000000,-1131000000,5634000000,7270000000,18563000000,41381000000,1152000000,58000000.0,6736000000,,33047000000,177000000.0,3000000.0,2809000000.0,1864000000,-249000000,-101000000.0,3946000000.0,-72206000000,17706000000,-253000000,186000000,2158000000,,-873000000,5634000000,63343000000,1954000000,-1860000000,21891000000,5295000000.0,26749000000,5810000000,0.734571,1954000000,55000000,30669000000,9074000000,1361000000.0,7047000000,,-2633000000,96592000000,1309000000,
